Sample	lineage	conflict	ambiguity_score	scorpio_call	scorpio_support	scorpio_conflict	scorpio_notes	version	pangolin_version	scorpio_version	constellation_version	is_designated	qc_status	qc_notes	note
Consensus_V350082740_L04_89-89	BA.2	0.0		Probable Omicron (Unassigned)	0.88	0.09	scorpio call: Alt alleles 29; Ref alleles 3; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L04_90-90	C.37	0.0		Lambda (C.37-like)	0.89	0.05	scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.37(3/3)
Consensus_V350082740_L04_91-91	BA.1.1	0.25		Omicron (Unassigned)	0.79	0.06	scorpio call: Alt alleles 26; Ref alleles 2; Amb alleles 4; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.1(1/4) BA.1.1(3/4); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L04_92-92	BA.2.3	0.0		Omicron (Unassigned)	0.82	0.06	scorpio call: Alt alleles 27; Ref alleles 2; Amb alleles 4; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: BA.2.3(2/2); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L04_93-93	BA.4.1	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: BA.4.1(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L04_94-94	BA.2	0.0		Omicron (Unassigned)	0.91	0.03	scorpio call: Alt alleles 30; Ref alleles 1; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L04_95-95	BA.1.1	0.0		Omicron (BA.1-like)	0.81	0.05	scorpio call: Alt alleles 48; Ref alleles 3; Amb alleles 6; Oth alleles 2	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.1.1(1/1)
Consensus_V350082740_L04_96-96	BA.4.1	0.0		Probable Omicron (Unassigned)	0.88	0.09	scorpio call: Alt alleles 29; Ref alleles 3; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.4.1(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L04_97-97	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.97	
Consensus_V350082740_L04_98-98	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.98	
Consensus_V350082740_L04_99-99	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.99	
